pdb_file	smiles	diffdock_confidence	smina_scored_affinity	smina_minimized_affinity	sdf_file
6ej2.pdb	CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]2C[C@H](C)CCCCCCNc1cc(cc(n1)OC)C(=O)N2	-2.58	20.29404	-7.25642	./index147_-tmp-pdb-6ej2.pdb____CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]2C[C@H](C)CCCCCCNc1cc(cc(n1)OC)C(=O)N2/rank36_confidence-2.58.sdf
6ej2.pdb	CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]2C[C@H](C)CCCCCCNc1cc(cc(n1)OC)C(=O)N2	-1.29	9.72041	-7.65573	./index147_-tmp-pdb-6ej2.pdb____CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]2C[C@H](C)CCCCCCNc1cc(cc(n1)OC)C(=O)N2/rank6_confidence-1.29.sdf
6ej2.pdb	CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]2C[C@H](C)CCCCCCNc1cc(cc(n1)OC)C(=O)N2	-1.68	13.01196	-7.635	./index147_-tmp-pdb-6ej2.pdb____CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]2C[C@H](C)CCCCCCNc1cc(cc(n1)OC)C(=O)N2/rank23_confidence-1.68.sdf
6ej2.pdb	CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]2C[C@H](C)CCCCCCNc1cc(cc(n1)OC)C(=O)N2	-0.78	-0.92555	-7.3661	./index147_-tmp-pdb-6ej2.pdb____CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]2C[C@H](C)CCCCCCNc1cc(cc(n1)OC)C(=O)N2/rank1_confidence-0.78.sdf
6ej2.pdb	CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]2C[C@H](C)CCCCCCNc1cc(cc(n1)OC)C(=O)N2	-3.01	42.47117	-6.88771	./index147_-tmp-pdb-6ej2.pdb____CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]2C[C@H](C)CCCCCCNc1cc(cc(n1)OC)C(=O)N2/rank38_confidence-3.01.sdf
6ej2.pdb	CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]2C[C@H](C)CCCCCCNc1cc(cc(n1)OC)C(=O)N2	-1.6	24.63465	-6.44535	./index147_-tmp-pdb-6ej2.pdb____CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]2C[C@H](C)CCCCCCNc1cc(cc(n1)OC)C(=O)N2/rank18_confidence-1.60.sdf
6ej2.pdb	CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]2C[C@H](C)CCCCCCNc1cc(cc(n1)OC)C(=O)N2	-3.43	28.25848	-5.68521	./index147_-tmp-pdb-6ej2.pdb____CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]2C[C@H](C)CCCCCCNc1cc(cc(n1)OC)C(=O)N2/rank39_confidence-3.43.sdf
6ej2.pdb	CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]2C[C@H](C)CCCCCCNc1cc(cc(n1)OC)C(=O)N2	-2.99	41.60415	-6.50124	./index147_-tmp-pdb-6ej2.pdb____CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]2C[C@H](C)CCCCCCNc1cc(cc(n1)OC)C(=O)N2/rank37_confidence-2.99.sdf
6ej2.pdb	CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]2C[C@H](C)CCCCCCNc1cc(cc(n1)OC)C(=O)N2	-1.63	18.20146	-7.42612	./index147_-tmp-pdb-6ej2.pdb____CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]2C[C@H](C)CCCCCCNc1cc(cc(n1)OC)C(=O)N2/rank21_confidence-1.63.sdf
6ej2.pdb	CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]2C[C@H](C)CCCCCCNc1cc(cc(n1)OC)C(=O)N2	-1.76	26.39183	-7.588	./index147_-tmp-pdb-6ej2.pdb____CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]2C[C@H](C)CCCCCCNc1cc(cc(n1)OC)C(=O)N2/rank25_confidence-1.76.sdf
6ej2.pdb	CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]2C[C@H](C)CCCCCCNc1cc(cc(n1)OC)C(=O)N2	-1.76	16.20332	-6.36311	./index147_-tmp-pdb-6ej2.pdb____CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]2C[C@H](C)CCCCCCNc1cc(cc(n1)OC)C(=O)N2/rank24_confidence-1.76.sdf
6ej2.pdb	CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]2C[C@H](C)CCCCCCNc1cc(cc(n1)OC)C(=O)N2	-1.31	12.29899	-7.12017	./index147_-tmp-pdb-6ej2.pdb____CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]2C[C@H](C)CCCCCCNc1cc(cc(n1)OC)C(=O)N2/rank7_confidence-1.31.sdf
6ej2.pdb	CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]2C[C@H](C)CCCCCCNc1cc(cc(n1)OC)C(=O)N2	-2.07	-0.57787	-7.06599	./index147_-tmp-pdb-6ej2.pdb____CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]2C[C@H](C)CCCCCCNc1cc(cc(n1)OC)C(=O)N2/rank30_confidence-2.07.sdf
6ej2.pdb	CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]2C[C@H](C)CCCCCCNc1cc(cc(n1)OC)C(=O)N2	-1.56	-0.22146	-7.10997	./index147_-tmp-pdb-6ej2.pdb____CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]2C[C@H](C)CCCCCCNc1cc(cc(n1)OC)C(=O)N2/rank15_confidence-1.56.sdf
6ej2.pdb	CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]2C[C@H](C)CCCCCCNc1cc(cc(n1)OC)C(=O)N2	-3.75	123.24275	-6.28563	./index147_-tmp-pdb-6ej2.pdb____CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]2C[C@H](C)CCCCCCNc1cc(cc(n1)OC)C(=O)N2/rank40_confidence-3.75.sdf
6ej2.pdb	CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]2C[C@H](C)CCCCCCNc1cc(cc(n1)OC)C(=O)N2	-1.41	17.03607	-7.43902	./index147_-tmp-pdb-6ej2.pdb____CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]2C[C@H](C)CCCCCCNc1cc(cc(n1)OC)C(=O)N2/rank10_confidence-1.41.sdf
6ej2.pdb	CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]2C[C@H](C)CCCCCCNc1cc(cc(n1)OC)C(=O)N2	-1.84	11.8617	-7.92841	./index147_-tmp-pdb-6ej2.pdb____CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]2C[C@H](C)CCCCCCNc1cc(cc(n1)OC)C(=O)N2/rank26_confidence-1.84.sdf
6ej2.pdb	CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]2C[C@H](C)CCCCCCNc1cc(cc(n1)OC)C(=O)N2	-1.05	-0.39034	-7.52152	./index147_-tmp-pdb-6ej2.pdb____CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]2C[C@H](C)CCCCCCNc1cc(cc(n1)OC)C(=O)N2/rank3_confidence-1.05.sdf
6ej2.pdb	CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]2C[C@H](C)CCCCCCNc1cc(cc(n1)OC)C(=O)N2	-1.46	12.58691	-6.43964	./index147_-tmp-pdb-6ej2.pdb____CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]2C[C@H](C)CCCCCCNc1cc(cc(n1)OC)C(=O)N2/rank12_confidence-1.46.sdf
6ej2.pdb	CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]2C[C@H](C)CCCCCCNc1cc(cc(n1)OC)C(=O)N2	-1.63	29.21955	-7.05089	./index147_-tmp-pdb-6ej2.pdb____CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]2C[C@H](C)CCCCCCNc1cc(cc(n1)OC)C(=O)N2/rank22_confidence-1.63.sdf
6ej2.pdb	CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]2C[C@H](C)CCCCCCNc1cc(cc(n1)OC)C(=O)N2	-1.43	4.94044	-7.09219	./index147_-tmp-pdb-6ej2.pdb____CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]2C[C@H](C)CCCCCCNc1cc(cc(n1)OC)C(=O)N2/rank11_confidence-1.43.sdf
6ej2.pdb	CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]2C[C@H](C)CCCCCCNc1cc(cc(n1)OC)C(=O)N2	-1.06	9.5158	-7.02779	./index147_-tmp-pdb-6ej2.pdb____CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]2C[C@H](C)CCCCCCNc1cc(cc(n1)OC)C(=O)N2/rank4_confidence-1.06.sdf
6ej2.pdb	CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]2C[C@H](C)CCCCCCNc1cc(cc(n1)OC)C(=O)N2	-0.81	4.48318	-6.91836	./index147_-tmp-pdb-6ej2.pdb____CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]2C[C@H](C)CCCCCCNc1cc(cc(n1)OC)C(=O)N2/rank2_confidence-0.81.sdf
6ej2.pdb	CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]2C[C@H](C)CCCCCCNc1cc(cc(n1)OC)C(=O)N2	-2.56	28.19272	-5.38133	./index147_-tmp-pdb-6ej2.pdb____CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]2C[C@H](C)CCCCCCNc1cc(cc(n1)OC)C(=O)N2/rank35_confidence-2.56.sdf
6ej2.pdb	CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]2C[C@H](C)CCCCCCNc1cc(cc(n1)OC)C(=O)N2	-2.09	22.64786	-7.20076	./index147_-tmp-pdb-6ej2.pdb____CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]2C[C@H](C)CCCCCCNc1cc(cc(n1)OC)C(=O)N2/rank31_confidence-2.09.sdf
6ej2.pdb	CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]2C[C@H](C)CCCCCCNc1cc(cc(n1)OC)C(=O)N2	-2.31	9.16429	-7.72722	./index147_-tmp-pdb-6ej2.pdb____CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]2C[C@H](C)CCCCCCNc1cc(cc(n1)OC)C(=O)N2/rank33_confidence-2.31.sdf
6ej2.pdb	CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]2C[C@H](C)CCCCCCNc1cc(cc(n1)OC)C(=O)N2	-2.22	21.99176	-7.38377	./index147_-tmp-pdb-6ej2.pdb____CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]2C[C@H](C)CCCCCCNc1cc(cc(n1)OC)C(=O)N2/rank32_confidence-2.22.sdf
6ej2.pdb	CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]2C[C@H](C)CCCCCCNc1cc(cc(n1)OC)C(=O)N2	-1.87	3.40339	-7.06242	./index147_-tmp-pdb-6ej2.pdb____CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]2C[C@H](C)CCCCCCNc1cc(cc(n1)OC)C(=O)N2/rank27_confidence-1.87.sdf
6ej2.pdb	CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]2C[C@H](C)CCCCCCNc1cc(cc(n1)OC)C(=O)N2	-1.56	18.87794	-6.45428	./index147_-tmp-pdb-6ej2.pdb____CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]2C[C@H](C)CCCCCCNc1cc(cc(n1)OC)C(=O)N2/rank16_confidence-1.56.sdf
6ej2.pdb	CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]2C[C@H](C)CCCCCCNc1cc(cc(n1)OC)C(=O)N2	-1.6	20.08306	6.22722	./index147_-tmp-pdb-6ej2.pdb____CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]2C[C@H](C)CCCCCCNc1cc(cc(n1)OC)C(=O)N2/rank19_confidence-1.60.sdf
6ej2.pdb	CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]2C[C@H](C)CCCCCCNc1cc(cc(n1)OC)C(=O)N2	-1.62	20.27431	-7.73703	./index147_-tmp-pdb-6ej2.pdb____CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]2C[C@H](C)CCCCCCNc1cc(cc(n1)OC)C(=O)N2/rank20_confidence-1.62.sdf
6ej2.pdb	CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]2C[C@H](C)CCCCCCNc1cc(cc(n1)OC)C(=O)N2	-1.52	7.97396	-6.31167	./index147_-tmp-pdb-6ej2.pdb____CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]2C[C@H](C)CCCCCCNc1cc(cc(n1)OC)C(=O)N2/rank14_confidence-1.52.sdf
6ej2.pdb	CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]2C[C@H](C)CCCCCCNc1cc(cc(n1)OC)C(=O)N2	-1.92	15.5957	-5.85807	./index147_-tmp-pdb-6ej2.pdb____CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]2C[C@H](C)CCCCCCNc1cc(cc(n1)OC)C(=O)N2/rank28_confidence-1.92.sdf
6ej2.pdb	CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]2C[C@H](C)CCCCCCNc1cc(cc(n1)OC)C(=O)N2	-1.97	21.11979	-6.85825	./index147_-tmp-pdb-6ej2.pdb____CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]2C[C@H](C)CCCCCCNc1cc(cc(n1)OC)C(=O)N2/rank29_confidence-1.97.sdf
6ej2.pdb	CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]2C[C@H](C)CCCCCCNc1cc(cc(n1)OC)C(=O)N2	-1.58	23.95211	-6.87087	./index147_-tmp-pdb-6ej2.pdb____CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]2C[C@H](C)CCCCCCNc1cc(cc(n1)OC)C(=O)N2/rank17_confidence-1.58.sdf
6ej2.pdb	CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]2C[C@H](C)CCCCCCNc1cc(cc(n1)OC)C(=O)N2	-1.11	10.09829	-7.22314	./index147_-tmp-pdb-6ej2.pdb____CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]2C[C@H](C)CCCCCCNc1cc(cc(n1)OC)C(=O)N2/rank5_confidence-1.11.sdf
6ej2.pdb	CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]2C[C@H](C)CCCCCCNc1cc(cc(n1)OC)C(=O)N2	-1.31	9.72271	-8.017	./index147_-tmp-pdb-6ej2.pdb____CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]2C[C@H](C)CCCCCCNc1cc(cc(n1)OC)C(=O)N2/rank8_confidence-1.31.sdf
6ej2.pdb	CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]2C[C@H](C)CCCCCCNc1cc(cc(n1)OC)C(=O)N2	-1.49	-1.73025	-7.47317	./index147_-tmp-pdb-6ej2.pdb____CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]2C[C@H](C)CCCCCCNc1cc(cc(n1)OC)C(=O)N2/rank13_confidence-1.49.sdf
6ej2.pdb	CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]2C[C@H](C)CCCCCN(CC)C(=O)c1cc(cc(c1)C(=O)N2)OCC	-1.16	0.28562	-7.21345	./index0_-tmp-pdb-6ej2.pdb____CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]2C[C@H](C)CCCCCN(CC)C(=O)c1cc(cc(c1)C(=O)N2)OCC/rank5_confidence-1.16.sdf
6ej2.pdb	CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]2C[C@H](C)CCCCCN(CC)C(=O)c1cc(cc(c1)C(=O)N2)OCC	-1.21	27.9584	-7.22344	./index0_-tmp-pdb-6ej2.pdb____CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]2C[C@H](C)CCCCCN(CC)C(=O)c1cc(cc(c1)C(=O)N2)OCC/rank6_confidence-1.21.sdf
6ej2.pdb	CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]2C[C@H](C)CCCCCN(CC)C(=O)c1cc(cc(c1)C(=O)N2)OCC	-1.75	17.45291	-4.55942	./index0_-tmp-pdb-6ej2.pdb____CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]2C[C@H](C)CCCCCN(CC)C(=O)c1cc(cc(c1)C(=O)N2)OCC/rank28_confidence-1.75.sdf
6ej2.pdb	CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]2C[C@H](C)CCCCCN(CC)C(=O)c1cc(cc(c1)C(=O)N2)OCC	-2.61	12.33274	-5.7759	./index0_-tmp-pdb-6ej2.pdb____CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]2C[C@H](C)CCCCCN(CC)C(=O)c1cc(cc(c1)C(=O)N2)OCC/rank39_confidence-2.61.sdf
6ej2.pdb	CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]2C[C@H](C)CCCCCN(CC)C(=O)c1cc(cc(c1)C(=O)N2)OCC	-1.78	36.30113	-5.55157	./index0_-tmp-pdb-6ej2.pdb____CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]2C[C@H](C)CCCCCN(CC)C(=O)c1cc(cc(c1)C(=O)N2)OCC/rank29_confidence-1.78.sdf
6ej2.pdb	CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]2C[C@H](C)CCCCCN(CC)C(=O)c1cc(cc(c1)C(=O)N2)OCC	-1.3	17.84414	-5.87788	./index0_-tmp-pdb-6ej2.pdb____CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]2C[C@H](C)CCCCCN(CC)C(=O)c1cc(cc(c1)C(=O)N2)OCC/rank8_confidence-1.30.sdf
6ej2.pdb	CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]2C[C@H](C)CCCCCN(CC)C(=O)c1cc(cc(c1)C(=O)N2)OCC	-1.56	15.47565	-7.69687	./index0_-tmp-pdb-6ej2.pdb____CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]2C[C@H](C)CCCCCN(CC)C(=O)c1cc(cc(c1)C(=O)N2)OCC/rank18_confidence-1.56.sdf
6ej2.pdb	CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]2C[C@H](C)CCCCCN(CC)C(=O)c1cc(cc(c1)C(=O)N2)OCC	-2.13	24.8247	-6.67841	./index0_-tmp-pdb-6ej2.pdb____CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]2C[C@H](C)CCCCCN(CC)C(=O)c1cc(cc(c1)C(=O)N2)OCC/rank35_confidence-2.13.sdf
6ej2.pdb	CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]2C[C@H](C)CCCCCN(CC)C(=O)c1cc(cc(c1)C(=O)N2)OCC	-1.68	17.35079	-6.96616	./index0_-tmp-pdb-6ej2.pdb____CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]2C[C@H](C)CCCCCN(CC)C(=O)c1cc(cc(c1)C(=O)N2)OCC/rank25_confidence-1.68.sdf
6ej2.pdb	CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]2C[C@H](C)CCCCCN(CC)C(=O)c1cc(cc(c1)C(=O)N2)OCC	-1.53	20.845	-6.96589	./index0_-tmp-pdb-6ej2.pdb____CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]2C[C@H](C)CCCCCN(CC)C(=O)c1cc(cc(c1)C(=O)N2)OCC/rank16_confidence-1.53.sdf
6ej2.pdb	CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]2C[C@H](C)CCCCCN(CC)C(=O)c1cc(cc(c1)C(=O)N2)OCC	-1.84	21.95726	-6.7352	./index0_-tmp-pdb-6ej2.pdb____CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]2C[C@H](C)CCCCCN(CC)C(=O)c1cc(cc(c1)C(=O)N2)OCC/rank30_confidence-1.84.sdf
6ej2.pdb	CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]2C[C@H](C)CCCCCN(CC)C(=O)c1cc(cc(c1)C(=O)N2)OCC	-1.34	8.95398	-7.59145	./index0_-tmp-pdb-6ej2.pdb____CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]2C[C@H](C)CCCCCN(CC)C(=O)c1cc(cc(c1)C(=O)N2)OCC/rank10_confidence-1.34.sdf
6ej2.pdb	CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]2C[C@H](C)CCCCCN(CC)C(=O)c1cc(cc(c1)C(=O)N2)OCC	-2.24	24.06973	-3.86119	./index0_-tmp-pdb-6ej2.pdb____CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]2C[C@H](C)CCCCCN(CC)C(=O)c1cc(cc(c1)C(=O)N2)OCC/rank37_confidence-2.24.sdf
6ej2.pdb	CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]2C[C@H](C)CCCCCN(CC)C(=O)c1cc(cc(c1)C(=O)N2)OCC	-1.32	22.69949	-6.74557	./index0_-tmp-pdb-6ej2.pdb____CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]2C[C@H](C)CCCCCN(CC)C(=O)c1cc(cc(c1)C(=O)N2)OCC/rank9_confidence-1.32.sdf
6ej2.pdb	CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]2C[C@H](C)CCCCCN(CC)C(=O)c1cc(cc(c1)C(=O)N2)OCC	-4.19	77.94817	2.50511	./index0_-tmp-pdb-6ej2.pdb____CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]2C[C@H](C)CCCCCN(CC)C(=O)c1cc(cc(c1)C(=O)N2)OCC/rank40_confidence-4.19.sdf
6ej2.pdb	CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]2C[C@H](C)CCCCCN(CC)C(=O)c1cc(cc(c1)C(=O)N2)OCC	-1.91	39.35016	-6.74904	./index0_-tmp-pdb-6ej2.pdb____CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]2C[C@H](C)CCCCCN(CC)C(=O)c1cc(cc(c1)C(=O)N2)OCC/rank31_confidence-1.91.sdf
6ej2.pdb	CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]2C[C@H](C)CCCCCN(CC)C(=O)c1cc(cc(c1)C(=O)N2)OCC	-1.13	4.39103	-7.60961	./index0_-tmp-pdb-6ej2.pdb____CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]2C[C@H](C)CCCCCN(CC)C(=O)c1cc(cc(c1)C(=O)N2)OCC/rank3_confidence-1.13.sdf
6ej2.pdb	CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]2C[C@H](C)CCCCCN(CC)C(=O)c1cc(cc(c1)C(=O)N2)OCC	-2.23	3.53373	-7.18503	./index0_-tmp-pdb-6ej2.pdb____CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]2C[C@H](C)CCCCCN(CC)C(=O)c1cc(cc(c1)C(=O)N2)OCC/rank36_confidence-2.23.sdf
6ej2.pdb	CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]2C[C@H](C)CCCCCN(CC)C(=O)c1cc(cc(c1)C(=O)N2)OCC	-1.63	24.84235	-6.3084	./index0_-tmp-pdb-6ej2.pdb____CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]2C[C@H](C)CCCCCN(CC)C(=O)c1cc(cc(c1)C(=O)N2)OCC/rank22_confidence-1.63.sdf
6ej2.pdb	CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]2C[C@H](C)CCCCCN(CC)C(=O)c1cc(cc(c1)C(=O)N2)OCC	-1.1	21.90172	-4.74561	./index0_-tmp-pdb-6ej2.pdb____CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]2C[C@H](C)CCCCCN(CC)C(=O)c1cc(cc(c1)C(=O)N2)OCC/rank2_confidence-1.10.sdf
6ej2.pdb	CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]2C[C@H](C)CCCCCN(CC)C(=O)c1cc(cc(c1)C(=O)N2)OCC	-1.61	27.78616	-6.3583	./index0_-tmp-pdb-6ej2.pdb____CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]2C[C@H](C)CCCCCN(CC)C(=O)c1cc(cc(c1)C(=O)N2)OCC/rank21_confidence-1.61.sdf
6ej2.pdb	CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]2C[C@H](C)CCCCCN(CC)C(=O)c1cc(cc(c1)C(=O)N2)OCC	-1.73	32.42785	-5.65389	./index0_-tmp-pdb-6ej2.pdb____CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]2C[C@H](C)CCCCCN(CC)C(=O)c1cc(cc(c1)C(=O)N2)OCC/rank27_confidence-1.73.sdf
6ej2.pdb	CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]2C[C@H](C)CCCCCN(CC)C(=O)c1cc(cc(c1)C(=O)N2)OCC	-1.5	19.38546	-7.46388	./index0_-tmp-pdb-6ej2.pdb____CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]2C[C@H](C)CCCCCN(CC)C(=O)c1cc(cc(c1)C(=O)N2)OCC/rank14_confidence-1.50.sdf
6ej2.pdb	CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]2C[C@H](C)CCCCCN(CC)C(=O)c1cc(cc(c1)C(=O)N2)OCC	-1.93	28.41552	-6.81513	./index0_-tmp-pdb-6ej2.pdb____CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]2C[C@H](C)CCCCCN(CC)C(=O)c1cc(cc(c1)C(=O)N2)OCC/rank32_confidence-1.93.sdf
6ej2.pdb	CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]2C[C@H](C)CCCCCN(CC)C(=O)c1cc(cc(c1)C(=O)N2)OCC	-1.67	29.4214	-4.26156	./index0_-tmp-pdb-6ej2.pdb____CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]2C[C@H](C)CCCCCN(CC)C(=O)c1cc(cc(c1)C(=O)N2)OCC/rank24_confidence-1.67.sdf
6ej2.pdb	CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]2C[C@H](C)CCCCCN(CC)C(=O)c1cc(cc(c1)C(=O)N2)OCC	-1.54	26.43067	-6.33496	./index0_-tmp-pdb-6ej2.pdb____CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]2C[C@H](C)CCCCCN(CC)C(=O)c1cc(cc(c1)C(=O)N2)OCC/rank17_confidence-1.54.sdf
6ej2.pdb	CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]2C[C@H](C)CCCCCN(CC)C(=O)c1cc(cc(c1)C(=O)N2)OCC	-1.97	45.16925	-6.68298	./index0_-tmp-pdb-6ej2.pdb____CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]2C[C@H](C)CCCCCN(CC)C(=O)c1cc(cc(c1)C(=O)N2)OCC/rank33_confidence-1.97.sdf
6ej2.pdb	CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]2C[C@H](C)CCCCCN(CC)C(=O)c1cc(cc(c1)C(=O)N2)OCC	-1.63	24.06513	-5.93638	./index0_-tmp-pdb-6ej2.pdb____CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]2C[C@H](C)CCCCCN(CC)C(=O)c1cc(cc(c1)C(=O)N2)OCC/rank23_confidence-1.63.sdf
